label,news
true,we went from a $5.6 trillion surplus that george bush inherited to over ... $11-plus trillion debt when george bush left office.
true,"with only 67 bills or so passed into law, 2013 was the least productive year in congressional history since weve been keeping record."
true,obama taps porn lawyer for #2 at justice.
false,says jeb bush said he would take his pants off and moon everybody ... nobody reports that.
false,georgia has the most lax gun laws in the nation.
true,"says of donald trump, he even said, on his very first day in office, he would require every school in america to let people carry guns into our classrooms."
false,"the chamber of commerce says new carbon regulations will kill 244,000 jobs a year and cost average families $1,200 a year."
true,says he followed state law and the precedent of other massachusetts governors when he erased electronic communications as he left office.
false,says many states are floundering under crushing deficit spending.
false,"florida's legal challenge of the federal health care bill is ""bipartisan."""
true,"the truth is, planned parenthood does not provide mammograms. planned parenthood refers women to mammography providers, serving as the middlewoman, if you will."
false,"when ice releases illegal immigrants, a lot of those people are not from honduras and mexico. theyre from iraq and somalia and russia."
true,more than half of the births in texas are paid for by medicaid.
false,"president barack obama suggested on national tv that the democratic health care bill will have government decide that a healthy, 100-year-old woman in need of a pacemaker should take a pain pill instead."
true,"on immigration, the president said 22 times, 22 times, that he couldnt do what he eventually did."
true,we have had some significant accomplishments on a bipartisan basis.
true,weve lifted high school graduation rates to new highs.
true,state agencies have not identified one single instance where groundwater has been damaged due to hydraulic fracking.
false,"when sacs came back to the dekalb county school district to give a midterm review, we got straight as."
true,"in the do-nothing senate, there are 352 house bills sitting on harry reids desk awaiting action, including 55 introduced by democrats."
false,one of the things we found very clearly and consistently is that [video gaming] is a growth industry.
true,says most of perrys chiefs of staff have been lobbyists.
false,i know that hillary on occasion has said just last year said this (nafta) was a boon to the economy.
true,"says the texas forest service planted 6,000 trees in the dallas/fort worth area before the super bowl for unknown reasons at an unknown cost."
false,says russ feingold was the only senator to vote against homeland security.
false,sen.mark begich cast the deciding vote in favor of president obamas authority to issue executive amnesty to illegal aliens.
false,isis didnt exist when my brother was president. al-qaida in iraq was wiped out when my brother was president.
true,there are 49 different federal job training programs that report to eight agencies.
false,the u.s. economy is recovering slower than europe
true,texas leads the country in drunk driving fatalities.
false,"romneycare has killed 18,000 massachusetts jobs."
true,says iowa republican senate candidate joni ernst would privatize social security.
false,says allen west violatedfederal law by scuba diving with u.s. flag.
true,says in oregon only 41 percent of adults have ever been tested for hiv.
true,"when president obama took office, we were losing 700,000 jobs a month. now weve had job growth, i think, for 24 consecutive months."
false,"we in the democratic party had no input into the locations of these hearings, nor did we have input into the process."
false,says scott walker said that forcing women facing abortion to get invasive ultrasounds was just a cool thing.
true,says charlie crist raised taxes on the middle class by $2.2 billion.
false,this is not a mosque. its a cultural center that has a prayer area.
false,"every year in the united states between 3,000 and 4,500 severe vaccine reactions are reported to the centers for disease control. not mild reactions. severe reactions that land somebody in the hospital, the intensive care unit or cause a permanent disability or death."
true,odds of winning the monopoly millionaire instant win game are 1 in 3.27.
false,"obama ""has voted in the united states senate to increase taxes on people who make as low as $42,000 a year."""
true,new jersey has had seven credit downgrades since chris christie became governor.
true,surveys show that many of our citizens think we devote a full quarter or even a third of our federal budget to foreign aid.
false,our federal government has lent $2 billion to the state-owned oil company of brazil to allow them to explore for oil and gas.
true,ronald reagan banned ownership of fully automatic rifles. he supported the assault weaspons ban.
false,"over 200 years ago, the united states had declared war on islam, and thomas jefferson led the charge!"
true,"the first (state) budget that came out of our republican leadership slashed funding to planned parenthood...it resulted in the reduction of hours, the elimination of days, elimination of access to women in my city and all over my state."
true,says he started the pacur plastics manufacturing company he owns.
false,the united states has seen a net loss of people with health insurance because of obamacare.
false,i have never lobbied for offshore oil drilling.
false,glenn hegar promised to eliminate the property tax.
false,"when the milwaukee county mental health facility is full, cops sit out there in their squad cars with a mentally ill patient and sometimes spend an entire shift out there doing that."
true,"says mitt romney is proposing a tax cut that gives an average of $250,000 to every millionaire in this country."
false,"says abortion clinics in oregon, as in most states, have no state oversight and are not held to basic health or safety standards."
true,the budget for the consumer financial protection bureau is only about 1 percent of the amount banks generate just from late fees and overdraft fees.
true,says that rick santorum voted for the unions over fedex.
false,"when president abrahamlincoln signed his emancipation proclamation, there were over 300,000 slaveholders who were fighting in the union army."
true,eighty-three law enforcement officers have died in the line of duty this year. twenty-four of them were shot and killed in cold blood.
true,repeated requests for additional security in benghazi were routinely denied by hillary clintons state department.
true,says the 2012-13 state budget leaves $6 billion in a rainy day fund.
true,there has never been an alderman who has defeated an incumbent mayor in the history of this great city.
false,on running a civil and polite campaign
true,says 25 percent of oregonians oppose the death penalty.
true,"we closed that plant down. it was a $27 million-dollar plant, operating full steam, and we closed it down."
false,"says president barack obama has taken less vacation days than any other president in a generation, while congress has taken more vacation days than any other congress in history."
true,"less than two years ago, we made a commitment to repay the u.s. . . .taxpayers in full, and today we made good on that promise."
true,cory gardner is sponsoring a bill to ban all abortions right now.
true,"sometime in the next decade, there will be more latinos in the state of texas than there are anglos. that will happen sometime in the next five to eight to ten years."
false,millennials will be 75 percent of the workforce in the next 10 years.
true,over 60 percent of the provisional ballots cast in [the 2012] election were disqualified because those folks were not duly registered as voters.
true,the fourth amendment was what we fought the revolution over. john adams said it was the spark that led to our war for independence.
true,the vast majority of people in this country are keeping their (health insurance) plan.
true,the democratic health care law added 12 years of solvency to medicare.
true,the only segment in the beer market that is growing is the craft beer segment.
true,says $15-an-hourproposal in cleveland is the most aggressive minimum wage increase in the country.
true,we are seeing kids who are healthier.
false,90% of rural women and 55% of all women are illiterate in morocco.
false,kathleen peters refuses to take a stand to repeal obamacare.
false,"mccain says the price of a gas tax ""holiday"" would be about the same as ""a bridge to nowhere (or) another pork barrel project."""
false,says $500 billion in medicare cuts are coming.
true,"fences have not worked. the great wall of china, the berlin wall. that's not good among peoples, especially friends like the united states and mexico."
true,says required state septic inspections would cost septic tank owners $100 to $150 every five years.
true,says the multnomah county library system is the second busiest in the nation.
true,one in 19 americans today get ssdi or ssi. thats one in 19 americans (who) are disabled.
true,55 percent of the people who cast a provisional ballot (in florida) in the last presidential election -- their vote did not count.
false,"the centerpiece of senator mccain's education policy is to increase the voucher program in d.c. by 2,000 slots."
true,the obama administration has been outsourcing by sending money to solar and wind energy companies that end up making their products outside the united states.
true,on mandatory ultrasounds before abortions.
true,"hillary clintons state department sent three comedians to india on the make chai, not war tour."
true,"currently, the intelligence community can collect business records on law-abiding americans who have no connection to terrorism."
true,"even though chicago has the most stringent gun laws on the books, it still has the highest murder rate in the country."
true,says people who signed recall petitions against wisconsin state sen. jim holperin received harassing phone calls from out-of-state telemarketers claiming to represent the democratic party and insinuating foul play by petition circulators.
false,virginia has a responsibility to fund 55 percent of public education and is payingjust 41 percent.
true,uncompensated care has gone down by 30 percent just in the first few months of medicaid expansion in the states that adopted it.
false,"every time weve cut the capital gains tax, the economy has grown. whenever we raise the capital gains tax, its been damaged."
false,says jason carter has gotten david axelrod to come down and be his campaign advisor.
true,kilmartin has helped pass laws to create a witness protection program.
true,says rep. renee ellmers voted for the government shutdown 21 times.
true,i havent switched my position on the trans-pacific partnership trade deal.
false,says barack obama is the first president to appoint 45 czars to replace elected officials in his office.
true,john boehner wants to reopen a tax loophole that actually rewarded corporations for shipping jobs and profits overseas.
false,nobody is leaving memphis. thats a myth.
false,florida seniors are exempt from losing medicare advantage under the federal health care bill.
false,"theres a tremendous tax that we pay when we (american businesses) go into china, whereas when china sells to us theres no tax."
true,i am very proud that over my almost 30 years of public service i have had no scandals.
true,pat toomey advocated for eliminating all corporate taxes.
true,"health care reform ""requires the use of federal dollars to fund abortions through the government-run health plan."""
true,"a lot of what (cubas) survival depends on is venezuelan oil money, which is drying up."
false,the ri board of elections has heard official testimony from providence residents who claim to have witnessed known illegal aliens voting in local elections.
true,says obama called kagan a moderate. he called sotomayor a moderate.
false,"today and every day, an estimated 14,000 americans will lose their health insurance coverage."
true,darryl hicks had seven ethics violations and didnt pay most of the fines.
false,"since president obama came into office, another 2 million hispanics have joined the ranks of those in poverty. the number of hispanic children living in poverty increased by 15 percent in that short period of time."
true,the top 1 percent in recent years has earned 85 percent of all new income.
true,forty percent of the fortune 500 were started either by immigrants or children of immigrants.
true,the group that organized texas muslim capitol day in austin was recently listed as one of 82 organizations designated as a terrorist group by the united arab emirates.
false,go look at a trump product. theyre all made in china.
true,nearly 6 out of 10 believe that money and wealth should be more evenly distributed among a larger percentage of the people in the u.s.
true,public education has been permanently cutby $1.6 billion through changes in the standards of quality funding formula.
false,this president went before the united nations and castigated israel for building settlements. he said nothing about thousands of rockets being rained in on israel from the gaza strip.
true,"in its current state, this bill is the most restrictive voter id legislation in the nation."
true,president obama has the most border patrols and border security deployed at the border of any previous president.
false,"says as gop was picking a convention city, i recommended ohio."
true,washington has incentivized the militarization of local police precincts.
false,says she was never a member of the georgia log cabin republicans.
true,"by spring 2014, parents of 60,000 students in new york state had refused to let them take the common core tests."
true,congressman perriello voted in lock step with nancy pelosi 90 percent of the time.
true,"in (sen. marco) rubios state of florida alone, social security lifts more than -- count it -- a million people out of poverty."
false,donald trump would engage in a risky scheme to privatize social security.
true,massachusetts schools are ranked no. 1 of all 50 states.
false,"but for immigrants, we would have a contracting population..."
false,the majority of the people that are coming to arizona and trespassing are now becoming drug mules.
false,"rhode island gives undocumented pregnant women health insurance, plus a cash card with $400 a month on it and $250 a month or $275 a month to spend on food."
false,says mark pryor continues to insist that obamacare is an amazing success.
false,were only inches away from no longer being a free economy.
true,the united states is the leading nation in the world with the highest amount of doubt about the conventional wisdom of climate change.
true,the u.s. justice department has taken on more than 100 voting rights cases since 2009.
true,on average it takes 300 americans working for a solid year to make as much money as one top ceo.
true,says barack obama has played over 90 rounds of golf as president.
true,"team trump has accused ted cruz of fraud in iowa, texas, colorado, oklahoma, louisiana, kansas, maine, utah and wisconsin."
false,"this years redistricting has been the most open, interactive and transparent redistricting process in tennessee history."
true,"under economic sanctions, now iran is suffering 30 percent inflation, 20 percent unemployment."
true,"says that as wisconsin governor, we ended welfare."
true,"in the 18th congressional district, 100% of electric generation comes from coal."
false,the folks in washington are already forcing you to buy government health care.
false,says president barack obama is the first president weve ever had who thinks he can choose which laws to enforce and which laws to ignore.
true,up to 45 percent of illegal immigrants are not people that physically crossed the southern border or northern border. they are visa overstayers.
false,"charlie crist ""worked with acorn"" to give felons voting rights."
false,on support for gay marriage.
true,"this year, we have added an average of 200,000 jobs per month, a majority in the private sector, a stark contrast to the bush administration record of losing an average of nearly 750,000 jobs per month in its last three months."
true,republicans in congress refuse to list a single tax loophole they are willing to close.
false,says hillary clintons iran nuclear deal lined the pockets of the worlds number one state sponsor of terrorism with your money.
false,"obama thinks the national anthem should be ""i'd like to teach the world to sing."""
true,"right now, america has $1.1 trillion of student debt. thats more than credit card debt."
true,twenty-six men named william have been elected to statewide office and only seven women have had the honor.
false,when obama took office the economy of the united states was actually shrinking for the first time in about 70 years.
false,says marco rubio said that felons should not have their voting rights restored but that convicted felons should be allowed to own guns after they have done their time.
true,"twice as much (federal) money is going back to hawaii, virginia and alaska than is coming home to oregon."
true,i didnt inherit money from my parents.
true,"if you tried to pay out $1 trillion by handing it out at $1 per second, it would take more than 31,000 years."
false,you cant put a gun rack in a [chevrolet] volt.
true,the tax penalty that the government imposes if you dont buy health insurance is lower than it would have cost to buy insurance.
true,israel has seen a 90 percent reduction in terrorist attacks that it attributes to building a 500-mile fence.
false,newt gingrich says electric co-ops and credit unions are government-sponsored enterprises like freddie mac.
false,"attempts to find things like, crime, criminal activity, indictment, have been filtered out by google in favor of hillary clinton."
false,the national science foundation spent $1.2 million paying seniors to play world of warcraft to study the impact it had on their brain.
true,our government right now. . . (is) spending 40 percent more than what we take in.
false,the biggest contribution behind a decrease in u.s. unemployment was 1.2 million people leaving the workforce
true,"if we choose obamacare expansion, 600,000 will lose eligibility for their subsidies, of which 257,000 would be forced into medicaid."
false,"says the u.s. postal service has taken no taxpayer aid since 1971, funds operations entirely from the sale of stamps and related products and makes an operational profit year after year."
true,california has seen a 56 percent decline in the gun murder rate since the 1990s.
false,drug overdoses are now the second-most common cause of death in new hampshire.
false,"congressman cicilline, when he was the mayor of providence, espoused a sanctuary city."
true,says his opponent dorman grace brags on his facebook page about receiving illegal campaign contributions.
false,says 70 percent of virginias medicaid cost is for seniors in nursing homes.
true,[l]ess than one-tenth of atlantas transportation needs are covered in a referendum to levy a 1-cent sales tax.
true,more than two-thirds of the aliens the obama administration has brought to the united states under the presidents central american minors program werent actually minors at all.
true,"says chris abele, opponent in milwaukee county executive race, failed to finish 3 separate colleges, dropping out all 3 times."
false,obama signs bill forgiving all student loan debt.
true,agallup report recently said that nearly 50 percent of small business owners arent hiring because of what they call regulatory uncertainty.
false,"obama says iran is a 'tiny' country, 'doesn't pose a serious threat.'"
false,"says that mitt romney, while he was in arizona, said he believes the states sb 1070 immigration law should be the model for national immigration laws."
false,toomey crossed party lines to stop gun sales to suspects on the terror watch list.
true,two-thirds of the people who start out in minimum wage are above the minimum wage within a year.
true,"the state of georgia lost 16 percent of its employees last year, and that percentage has risen over the past three years."
true,says hes the only licensed firearms dealer in america running for congress.
false,on releasing photographs depicting the abuse of prisoners.
false,says attorney general candidate jon richards went so far to say he would only enforce the laws with which he personally agreed.
false,the pass rate for a high school level test to join the military is 35 to 40 percent.
true,we've got some 37-million of our fellow citizens who are living in poverty; about 12-million or 13-million are children.
false,"cicilline continues to accept hundreds of thousands of dollars in lobbyist, corporate pac and insider money to fund his campaign."
true,borrowing in my 2015-17 state budget is less than half that in my predecessors last budget and the lowest it has been in a decade.
false,says the federal government mandates transexuals (sic) and homosexuals grabbing children in their stranger-danger zones in the name of airport security.
false,"every year since gov. walker and the republicans have been in control of the legislature weve created fewer jobs, according to the bureau of labor statistics."
false,claims joe biden said coal is more dangerous than terrorists.
false,an obama campaign tactic for rallying voters is to offer them cell phones.
true,what is and isnt a schedule i narcotic is a job for congress.
false,higher beer production and higher consumption go hand-in-hand.
true,we are now seeing a decrease in violent crime.
false,says theres $4 billion in private investment along the streetcar.
false,says arkansas republican rep. tom cotton voted to provide congress with taxpayer-funded health care for life.
true,israels per capita income is greater than probably three-fourths of the rest of the world.
false,"well over 90 percent of felony cases, all over the nation, are committed by defendants who grew up in father-absent households."
false,"for his first interview as president, barack obama chose arab tv for an apology."
true,"georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines."
false,more businesses are closing than opening in virginia today.
true,we have record numbers of people living in poverty.
true,"obama served on a board with former weather underground member william ayers and ""that relationship with mr. ayers on this board continued after 9/11."""
true,says obama broke his promise to offer a comprehensive immigration bill in his first year.
false,the media wont publish a real photo of trayvon martin with tattoos on his face.
false,rand paul supports obamas negotiations with iran.
true,"for social security, which is projected to remain solvent through 2033, whitehouse has cosponsored [a bill that] . . . would extend the life of the program by an additional 75 years."
false,"a single parent with a couple kids can easily get $35,000 a year in public assistance in wisconsin."
true,police in the united states are allowed to use tear gas even though it has been classified as a chemical weapon and banned in international conflict since 1993.
false,says hillary clinton viciously attacked women abused by bill clinton.
false,"a letter from bp to the minerals management service ""actually recommends improvements and specific recommendations around safety regulations should they choose to change them."""
true,"we passed without, frankly, the help of the republican caucus, we passed 25 tax cuts last year, mostly aimed at the middle class and small businesses."
false,under the iran deal: if israel attacks iran were supposed to be on irans side.
false,nobody suffered any lasting injuries from the cia interrogation program.
false,im not one for name calling.
false,says sen. pat toomey even tried to shut down the federal government in order to eliminate funding for planned parenthood.
true,wisconsin has one of the most progressive tax codes in the country.
true,"during the year kagan barred military recruiters from harvard law school's office of career services, ""military recruiting actually went up."""
true,isis reaches about 100 million people a day through social media.
true,texas added more jobs in 2010 than any other state.
false,"in the primary election, a right-wing group spent more than $100,000,000 to support supreme court justice rebecca bradley."
false,"(brendan) doherty wants to raise the eligibility age for social security benefits for anyone born after 1960, with no regard for the challenges it would cause for people working in physically demanding occupations."
true,says sam houston opposed slavery and as governor said texas should not leave the union over slavery.
false,our national debt is as low as it has been since world war ii.
true,every time [the people from newport tent] work in a city or town they have a whole different set of permits that they have to get in order to pitch a tent.
false,debbie jackow unlike her opponent ...will not de-fund the 20/20 land program.
true,the average age a child is trafficked into the commercial sex trade industry is between 11 and 14 years old.
true,says 99 percent of the time police officers arent charged when they kill young people of color.
true,six justices on the u.s. supreme court have been confirmed in presidential election years since 1912.
false,property taxes are now 18% higher than when(mark sharpe)first took office.
true,the minimum number of infrastructure (needs) in atlanta is $900 million.
true,"the firefighter and police officer pension system is not headed for bankruptcy, far from it. thats because new jersey first responders -- fire fighters and police officers -- have never missed making payments to the retirement system."
false,the truth was revealed there in that report that showed there was no unlawful or unethical activity on my part.
true,says donald trump said he intends to open up additional areas off the coast to oil drilling during the campaign.
true,"here are the stats: per population, we kill each other with guns at a rate 297x more than japan, 49x more than france, 33x more than israel."
false,students today take more years to get through college.
false,says rick perry flip-flopped on gay marriage by first saying it was a states rights issue and then saying he was in favor of a federal constitutional amendment banning gay marriage.
false,congress decision to spend less around the world on embassy security contributed to tragedies like benghazi.
true,"the united states is about 100th in voter turnout among the industrialized nations, and texas is near the bottom in terms of voter registration and voter turnout."
true,"under barack obama's plan, the government would spend $1-trillion more."
true,"in 2011, nj economy ranked 47th--at the bottom with alabama, mississippi wyoming. under christie, nj is falling behind."
true,"theres never been a (u.s. supreme court) vacancy in the last, i think, 30 years, lasting longer than 237 days."
false,nearly 60% of all occupants of hud properties in u.s. are illegals.
true,"oregon families pay an extra $1,400 a year on higher insurance premiums to cover those who do not have insurance."
true,"as soon as chris christie was governor, he gave tax cuts to millionaires."
true,ninety percent of americans want our background check system strengthened and expanded to cover more gun sales.
true,"over 80 percent of our trade deficit today is with countries that are not trade agreement partners, that are not level playing fields for the united states."
false,says ken cuccinelli wants to eliminate all forms of birth control.
false,a bill that would halt the epa from regulating greenhouse gases would help stop rising gas prices.
false,"the measles vaccine has killed 108 people in the last decade, while no one has died of measles."
true,"for our next two years in my state, we will end with a structural surplus of $499 million."
false,in virginia there has been a billion dollars in surplus over the last three years. the legislature has spent less than 1 percent of that on roads.
true,virginia women earnonly 79 cents to each dollar earned by men...
true,says oil productions down where obamas in charge.
true,every other major country has family paid leave.
false,says a picture he posted on facebook of a man posing in front of five decapitated human heads is one of the subhuman mongrels our president set free.
true,"says that during president barack obamas tenure, the united states has created 15 million new jobs."
false,the (national) debt really added up $75 trillion in 2010 and is on track to hit $99 trillion this year.
false,president barack obama ordered our military to enlist illegal aliens.
false,"a government panel that didn't include cancer specialists says women shouldn't receive mammograms until age 50...if government takes over health care, recommendations like these could become the law for all kinds of diseases."
true,"this governor has cut funding repeatedly for people who have aids, who need drugs to save their life."
true,"we have dozens of districts that go for 150 to 200 miles, splitting counties, splintering cities and connecting areas that have very little in common."
true,congress gave an unelected board the power to deny care to seniors.
true,i never said i was on the falkland islands.
false,my state of florida is now the third-largest state. we have surpassed new york in population.
true,the latest quinnipiac poll found that nearly six-in-ten americans oppose obamacare -- 30% support the law and 57% oppose it.
false,says wisconsin senate recall candidate jessica king voted to increase her pay with taxpayer dollars by 63 percent.
false,says barack obama began his presidency with an apology tour.
false,a texas law will repatriate $1 billion of gold bullion from the federal reserve in new york to texas.
true,the majority of the hispanic population and the growth (of the population) is u.s.-born.
true,says barack obamas administration has admitted that money from its iran nuclear deal would go directly to terrorism.
false,no bridge to nowhere could occur.
true,"when (joe kyrillos) had an opportunity to vote for women in terms of their health care, not once, not twice, but six times, he voted against womens health care in our state."
true,"when it comes to classified information at the state department, hillary clintons the decider."
false,"right now, im polling at about 8 percent against barack obama and mitt romney."
false,food stamps have gone up two-and-a-half times under barack obama.
false,"in the 38 studios deal, wall street investors took a risk, and went bust."
false,says president barack obama broke his promise to keep a wisconsin gm plant from closing.
false,"the weight of the evidence (on global warming) is that most of it, maybe all of it, is because of natural causes ... its fair to say the science is in dispute."
true,mercedes said high taxes and the cost of doing business in new jersey worked to georgias advantage in landing the companys usa corporate headquarters.
false,state department officials actually directed contracts for the haitian recovery after the earthquake to friends of the clintons.
true,"the federal government is making the decision, whether we like it or not, to send 425 refugees to our state from syria."
false,beer drinking is not allowed in any illinois state parks.
false,says u.s. senate rival tommy thompson ran medicare into the ground and nine years closer to bankruptcy.
false,"on new dollar coins, in god we trust is gone!"
false,freshman rep. bob gibbs is spending his one year anniversary on vacation only working 6 days in all of january.
false,early voting remains at 96 hours.
true,says obama flip-flopped on banning handguns.
true,i remain one of the poorer members of the united states senate.
false,[t]he georgia dome has returned $10 billion in economic impact to the state of georgia.
true,what happens is people like warren buffett and he says this himself...pay 15 percent on the millions of dollars that they earn from wealth income... while their secretary is paying a higher rate on her work income. it's not right.
true,"other western countries have ended their ""don't ask, don't tell"" policies."
true,the u.s. is borrowing approximately $2.52 for every $1 of economic growth so far in 2012.
false,"the northwest corridor highway project in cobb and cherokee counties is expected to create over 9,700 jobs statewide."
false,the presidents own advisers have said theres a war on coal.
false,"because of the new health care law, 17 million kids can no longer be denied for a pre-existing condition."
false,says hillary clinton is proposing destroying medicare for seniors.
false,on supporting winner of democratic primary with her superdelegate vote.
true,the irs has been specifically forbidden ... from ever actually pursuing either civil or criminal remedies for people who dont purchase health insurance.
false,a bill to advance the keystone xl pipeline is an earmark under house rules.
true,says rick scott thinks employers should be able to deny women coverage for birth control.
false,florida is the first state requiring drug testing to receive welfare!
false,says hillary clinton wants to raise taxes on african-american owned businesses to as much as nearly 50 percent more than theyre paying now.
false,"a lot of people who go into prison straight, and when they come out theyre gay."
true,"saysgop u.s. senate candidate darryl glenn wants to eliminate the department of education and jeopardize college fundingfor 320,000 coloradans."
false,the president of the united states will be taking a trip over to india that is expected to cost the taxpayers $200 million a day.
false,michael bennet cast the deciding vote for the stimulus and the health care bill.
true,white people control almost 90 percent of the nations wealth.
false,200 consumer laws were destroyed in 2011 when gov. scott walker signed act 92.
false,congress approves bill offering free cars to welfare recipients.
false,wisconsin is not walking away from a dime in federal funds by rejecting the obamacare medicaid expansion.
false,"says that in 2007, oregon ranked 25th -- or 7th from the bottom -- in percentage of children with untreated decay compared to 32 other states with similar data."
true,"says that, as a supreme court justice, greg abbott found that a company whose vacuum cleaners were sold door to door had no responsibility in the hiring of a salesman who raped a customer."
true,"the original compromise for the confederate battle flag in south carolina was to put it on the back side of the statehouse, out of public view so it would not have any appearance of sovereignty."
true,the nine-day deer hunt contributes more than $1.3 billion in revenue to the state of wisconsin.
true,weve now gained private sector jobs 12 months in a row.
true,george bush sent people to war without body armor.
true,"says jeff brandes voted to allow state-run citizens property insurance to dump policies onto out-of-state, unregulated private companies."
false,ch guevara wrote extensively about the superiority of white europeans over people of african descent.
true,"from 1947 to 1979, family incomes for rich, middle-income and poor americans grew about the same rate. but since 1979, incomes for rich families have grown much faster."
false,hitler abolished unions and thats what wisconsin gov. scott walker is doing today.
false,says ted kennedy sent a letter to then soviet leader yuri andropov apologizing for ronald reagan and begging the soviets not to overreact.
false,"page 92 of the house health care bill ""says specifically that people can't purchase private health insurance after a date certain."""
true,republicans went out of the way to praise (eric) holders nomination. ... not a single republican senator opposed eric holders nomination.
false,we actually have not required in this law that you carry health insurance.
false,states still face a mandate to expand medicaid coverage under president obamas health care reform law.
false,saystom cotton voted against preparing america for pandemics like ebola.
false,"since president obama took full control of washington every single day, more than 1,500 of our jobs have been lost."
false,"says nancy pelosi said, waiting long hours in the emergency room will allow you to make new friends!"
true,"the dream act was written by members of both parties. when it came up for a vote a year and a half ago, republicans in congress blocked it. the bill hadnt changed. ... the only thing that had changed was politics."
false,says former state sen. kelli ward wanted to ban our intelligence agencies from operating in arizona.
true,"70,000 three-year-olds and four-year-olds across america will lose access to the preschool head start program. ... 2,000 in the state of florida alone."
false,betty sutton and her fellow democrats went on a spending spree and now their credit card is maxed out.
false,"muslims attempted to establish the first islamic sharia court inside the united states in the town of irving, texas."
false,"since january 2008 the private sector has lost nearly 8 million jobs while local, state and federal governments added 590,000."
true,"of the 10,000 rhode island children in charter school lotteries for the fall, more than 70 percent are poor .... in addition, a majority of them are students of color."
false,"yes, this would be the same congressman (rep. pete hoekstra) who last year tweeted the whereabouts of a top-secret mission to iraq."
true,"says the federal government could save $175,587 by eliminating a study of the connection between cocaine and risky sex habits of the japanese quail."
false,on the cuba embargo.
false,says scott walker rejected legislation to make college loan payments tax deductible and the result was to raise taxes on students.
true,obamas position on nuclear arms is a march toward global zero.
true,"once people become citizens under the dream act and turn 21, they can sponsor their illegal immigrant parents for legalization."
false,says wisconsin manufacturers commerces own 2014 survey revealed that just 15 percent of business executive respondents were in favor of right-to-work legislation.
false,the capitol police force is going so far as to use paramilitary equipment in dealing with singing protesters in madison
false,tens of thousands of fraudulent clinton votes found in ohio warehouse.
false,"when it comes to protesters in madison, almost all are now from outside of wisconsin."
true,says democratic runoff opponent grady yarbrough twice previously ran statewide as a republican.
true,says u.s. rep. john barrow left taxpayers on the hook for $950k study on genetic makeup of ants.
true,president obamas recent plan to cut $100 million of waste within his administration wont actually save money because hes going to spend it elsewhere.
true,the estimated savings of this (debt ceiling) deal only pay for half of the cost of extending all of the bush-era tax cuts for another decade.
false,"as florida secretary of state, kurt browning allowed 1,800 illegal voters to register in florida."
false,the only budget ted cruz ever voted for in his time in the senate is a budget that cut defense spending by more than barack obama proposes we cut it.
false,"rural schools enroll 40 percent of american children, but receive only 22 percent of federal education funding."
true,"based on the august 2012 national jobs numbers, for every person who got a job, nearly four people stopped looking for a job."
false,on repealing the 17th amendment
true,more than 90 percent of the gains have gone to the top 1 percent.
false,an aide acted on his own and was not representing the thompson campaign when he sent an email criticizing the sexual orientation of u.s. senate candidate tammy baldwin.
true,"on immigration, what reports say president barack obama plans to do is roughly on the same scale as what president george h.w. bush did."
true,"since 2013 alone, the obama administration has allowed 300,000 criminal aliens to return back into united states communities. these are individuals encountered or identified by (immigration and customs enforcement), but who were not detained or processed for deportation because it wouldnt have been politically correct."
true,shirley sherrod was forced to resign before anybody on fox said a word about this.
true,that 3.5 percent (increase in the third quarter gdp) came from two things government spending on cash for clunkers they just moved fourth-quarter auto sales into the third quarter and the first-time home buyer thing.
false,"were $15 trillion now in debt, with a president thats racked up as much debt as almost all of the other presidents combined."
true,twenty-two million jobs were created during clintons two terms but only 3 million during bushs.
false,"in the new york 9th district, there is a large number of people who went to the polls tonight who didnt support the president to begin with and dont support democrats -- and its nothing more than that."
true,a government shutdown could disrupt ... veterans benefits.
true,"a family of four can make up to $88,000 a year and still get a subsidy for health insurance under the new federal health care law."
true,"an economic impact study found that for every $1 invested in pre-k in pennsylvania, a total of $1.79 is generated in total spending within the state."
true,"last year it was discovered that rhode islands public employees ranked 4th in average pay, while the private sector ranked 23rd."
false,says will hurd said a border-long u.s.-mexico wall absolutely makes sense.
true,says state workers have not had across-the-board raises in six years.
true,"when i was in college, we used to take a popcorn popper . . . and we would fry squirrel."
true,"ronald reagan raised taxes in 1982, 1984, 1985, 1986 and 1987."
true,"says sen. rand paul, r-ky., has stated that supporting the right to health care ... means you believe in slavery."
false,"says bernie sanders health care plan would empower republicangovernors to take away medicaid,to take away health insurance for low-income and middle-income working americans."
false,"in 2006, planned parenthood performed more prevention services and cancer screenings than abortions, but in 2013, there were more abortions."
true,a proposed amendment allows a teenager to get a recommendation for medical marijuana without the consent of a parent.
false,says nothing in obamas $3.7 billion request to address the child immigrant situation actually secures the border.
true,pregnant women trying to buy health insurance on their own are barred from maternity coverage because they have a pre-existing condition.
true,"if youre earning under $100,000 a year and you commute to new york every day you pay more to the port authority in tolls than you pay to the state of new jersey in income tax."
true,in chile they have 72 percent of the gdp in savings.
true,"there are 850,000 ohio jobs tied to the auto industry."
false,the mexican government forces many bad people into our country.
true,a sitting sheriff cannot be charged except by a warrant issued by a superior court judge.
true,"since 1999, all virginia lottery profits have been used for public education in the commonwealth for kindergarten through 12th grade."
true,says house republicans rejected a straightforward measure that would prevent members of congress and the president from being paid during a government shutdown.
